Unnamed: 0,prompt,ground_truth_completion,model2_completion,bert_precision_model2,bert_recall_model2,bert_f1_model2,rougeL_precision_model2,rougeL_recall_model2,rougeL_f1_model2
170,"Carry out the following coordinate transformations.
a) Express the point x = 3, y = 2, and z = 1 in spherical coordinates.
b) Express the point r = 5, θ = π/4, and φ = 3π/4 in Cartesian coordinates.","a) r = sqrt(x^2 + y^2 + z^2) = sqrt(3^2 + 2^2 + 1^2) = sqrt(14)
θ = cos^-1(z / sqrt(x^2 + y^2 + z^2)) = cos^-1(1 / sqrt(14)) = 1.30 radians
φ = tan^-1(y / x) = tan^-1(2 / 3) = 0.588 radians
b) x = r sinθ cosφ = 5 sin(π/4) cos(3π/4) = -2.5
y = r sinθ sinφ = 5 sin(π/4) sin(3π/4) = 2.5
z = r cosθ = 5 cos(π/4) = 5 / sqrt(2)","x = -2.5
y = 2.5
z = 3.53555",0.7080987691879272,0.4569693505764007,0.5554686784744263,0.7777777777777778,0.0864197530864197,0.1555555555555555
171,"The odor of vinegar is due to the presence of acetic acid, CH3CO2H, a weak acid. List, in order of descending concentration, all of the ionic and molecular species present in a 1-M aqueous solution of this acid.",[H2O] > [CH3CO2H] > ≈ > [OH−],"H2O, CH3CO2H, CH3CO2−, H+",0.6247680187225342,0.6064159870147705,0.6154552698135376,0.5,0.6666666666666666,0.5714285714285715
172,Write the valence-bond wavefunction for the single bond in HF.,"Using [9A.2-344] and assuming that the valence-bond in HF is formed between the H1s and F2pz atomic orbitals, the spatial part of the valence-bond wavefunction is written as Ψ(1,2) = ψF2pz(1)ψH1s(2) + ψF2pz(2)ψH1s(1). The overall wavefunction must be antisymmetric to satisfy the Pauli principle, therefore the symmetric spatial wavefunction has to be combined with the antisymmetric two-electron spin wavefunction given by [8B.3-319]. The (unnormalized) complete two-electron wavefunction is therefore Ψ(1,2) = [ψF2pz(1)ψH1s(2) + ψF2pz(2)ψH1s(1)] × [α(1)β(2) − β(1)α(2)]","ψ = (1sA)(1sB)(2sA)(2sB)(1s*A') (1s*B') (2p_xA)(1s*B)(2p_xB)(2p_yA)(2p_yB)(2p_zA)(2p_zB)

ψ = (1sA)(1sB)(2sA)(1s*B)(2sB)(1s*A') (1s*B') (2p_xA)(2p_xB)(2p_yA)(2p_yB)(2p_zA)(2p_zB)",0.5216708183288574,0.4639133810997009,0.4910997450351715,0.0,0.0,0.0
173,Write the reaction quotient expression for CuSO4·5H2O(s) ⇌ CuSO4(s) + 5H2O(g).,Qc = [H2O]^5,Qc = [H2O]^5 / [CuSO4],0.7821686267852783,0.9256871938705444,0.8478976488113403,0.75,1.0,0.8571428571428571
174,"A reasonable approximation to the vapor pressure of krypton is given by log_10(P/Torr) = b - 0.0523 a/T. For solid krypton, a = 10065 and b = 7.1770. For liquid krypton, a = 9377.0 and b = 6.92387. Use these formulas to estimate the triple point temperature and pressure and also the enthalpies of vaporization, fusion, and sublimation. At the triple point, the vapor pressures of the solid and liquid are equal.","To calculate the triple point temperature, take
T_solid,ref = 221.4 K P_solid,ref = 100 Torr
T_liquid,ref = 240.2 K P_liquid,ref = 400 Torr
1/T_tp = 1/(32.6 - 26.9) x 10^3 J mol^-1 x [32.6 x 10^3 J mol^-1 / 221.4 K - 26.9 x 10^3 J mol^-1 / 240.2 K] + 8.314 J mol^-1 K^-1 x ln(100 Torr / 400 Torr)
1/T_tp = 0.00416 K^-1, T_tp = 240.3 K
P_tp = 100 Torr x exp[32.6 x 10^3 J mol^-1 / 8.314 J mol^-1 K^-1 x (1/221.4 K - 1/240.3 K)] = 402 Torr",The triple point temperature is 205.5 K. The vapor pressure at this temperature is 5.21 Torr. The enthalpy of fusion is 25.9 kJ/mol. The enthalpy of sublimation is 28.9 kJ/mol.,0.5657745599746704,0.4572455883026123,0.5057533383369446,0.2777777777777778,0.08130081300813,0.1257861635220125
175,At what point (not radius) is the probability density a maximum for the 2p electron?,"The 2p orbitals only differ in the axes along which they are directed. Therefore, the distance from the origin to the position of maximum probability density will be the same for each.

The radial function for the 2p orbitals is R2,1 = Npe-ρ/2, where ρ = Zr/a0. The probability density is the square of the radial function, R2,1² = N²ρ²e-ρ, and the maximum in this is found by setting dR2,1²/dρ = 0.

dR2,1²/dρ = 2N²ρe-ρ - N²ρ²e-ρ = 0

Turning points occur at ρ = 0, 2, and it is evident from a plot of R(ρ) that ρ = 2 is the maximum. This corresponds to r = 2a0/Z. For the 2pz orbital, for which the angular part goes as cosθ, the maximum will be at θ = 0, which corresponds to x = 0, y = 0, z = 2a0/Z. The corresponding positions for the other 2p orbitals are found by permuting the x, y and z coordinates.","The probability density is given by P(r,θ,φ) = |ψ(r,θ,φ)|^2, where ψ(r,θ,φ) is the wave function for the 2p electron. The wave function for a 2p electron is given by ψ(r,θ,φ) = N r^l e^(-r/a_0) Y_l^m_l (θ,φ), where N is a normalization constant, a_0 is the Bohr radius, and Y_l^m_l (θ,φ) is the spherical harmonic function.

The 2p orbital has l = 1, so the wave function is ψ(r,θ,φ) = N r^1 e^(-r/a_0) Y_1^m_l (θ,φ). The spherical harmonic function Y_1^m_l (θ,φ) is given by Y_1^m_l (θ,φ) = (-1)^m_l √(2l + 1) 1/√(4π) (l + 1) sin^l θ e^(iφ) sin(m_lφ) + (l - 1) sin^l θ e^(-iφ) sin(m_lφ).

For m_l = 0, the spherical harmonic function simplifies to Y_1^0 (θ,φ) = (-1)^0 √(2l + 1) 1/√(4π) (l + 1) sin^l θ = √(3/π) 1/√(4π) sin θ = √(3/π) sin θ.

The probability density is given by P(r,θ,φ) = |ψ(r,θ,φ)|^2 = N^2 r^2 e^(-2r/a_0) |Y_1^0 (θ,φ)|^2 = N^2 r^2 e^(-2r/a_0) (√(3/π) sin θ)^2 = N^2 r^2 e^(-2r/a_0) (3/π) sin^2 θ.

Since sin^2 θ = 1 - cos^2 θ, the probability density can be written as P(r,θ,φ) = N^2 r^2 e^(-2r/a_0) (3/π) (1 - cos^2 θ).

To find the point at which the probability density is a maximum, we can differentiate P(r,θ,φ) with respect to θ and set the result equal to zero:

dP(r,θ,φ)/dθ = N^2 r^2 e^(-2r/a_0) (3/π) (-2 cos θ (1 - cos^2 θ)) = 0.

Solving for cos θ in this equation gives cos θ = 0.

The probability density is a maximum at cos θ = 0, which occurs when θ = π/2. Since θ = π/2 corresponds to the z axis, the maximum probability density for the 2p electron is found along the z axis at the point z = -l/a_0.",0.4979603290557861,0.5643811821937561,0.529094398021698,0.1645962732919254,0.3441558441558441,0.2226890756302521
176,The standard potential of the cell Ag(s)|AgI(s)|AgI(aq) is +0.9509 V at 25°C. Calculate the equilibrium constant for the dissolution of AgI.,"The reduction half-reactions for the given cell are
R: Ag⁺(aq) + e⁻ → Ag(s)
L: AgI(s) + e⁻ → Ag(s) + I⁻(aq)
The cell reaction (R - L) is Ag⁺(aq) + I⁻(aq) → AgI(s), with ν = 1. The equilibrium constant for this reaction is calculated from E°_cell using [6C.5-22I],
E°_cell = (RT/νF) ln K. Rearranging gives
ln K = νF/RTE°_cell = (1 × 96485 C mol⁻¹) / (8.3145 J K⁻¹ mol⁻¹ × 298.15 K) × (0.9509 V) = 37.0...
where 1 V = 1 J C⁻¹ is used. Hence K = 1.18... × 10¹⁶.
The dissolution reaction, AgI(s) → Ag⁺(aq) + I⁻(aq), corresponds to the reverse of the cell reaction as written above. The required equilibrium constant is therefore the reciprocal of the one just calculated
K_diss = 1 / (1.18... × 10¹⁶) = 8.445 × 10⁻¹⁷","The standard potential for the reaction is given by the equation:
Ag-(aq) + 2e⁻ → Ag(s)
The dissolution of AgI is represented by the equation:
AgI(s) → Ag⁺(aq) + I⁻(aq)
To calculate the equilibrium constant for the dissolution of AgI, we need to consider the standard potential for the reaction:
AgI(s) → Ag⁺(aq) + 1⁻(aq)
The standard potential for this reaction is not directly given, but we can relate it to the standard potential for the reaction of Ag⁺ with iodide ions:
2Ag⁺(aq) + 2e⁻ → 2Ag(s)
The standard potential for this reaction is -0.1522 V. We also need to consider the standard potential for the oxidation of iodide ions to iodate ions:
2I⁻(aq) → I₂(s) + 2e⁻
The standard potential for this reaction is +0.5398 V. The overall reaction for the dissolution of AgI is:
AgI(s) → Ag⁺(aq) + 1⁻(aq)
To calculate the equilibrium constant for this reaction, we can use the equation:
ln(K) = -nE°(cell) / RT
where n is the number of electrons transferred, E°(cell) is the standard cell potential, R is the gas constant, and T is the temperature in Kelvin.
In this case, n = 1, and the standard cell potential is the difference between the standard potentials for the two reactions:
E°(cell) = E°(Ag⁺/Ag) - E°(I₂/2I⁻) = -0.1522 V - (+0.5398 V) = -0.6920 V
Now we can calculate the equilibrium constant:
ln(K) = -1 × (-0.6920 V) / (8.314 J K⁻¹ mol⁻¹ × 298.15 K) = 0.0271
K = exp(0.0271) = 1.028",0.6547830104827881,0.6868661046028137,0.6704409718513489,0.189922480620155,0.3576642335766423,0.2481012658227848
177,If E = 0.830 V,"a_Fe2+ / a_Fe3+ = exp((0.771 V - 0.830 V) x 96,485 C mol^-1 / 8.314 J mol^-1 K^-1 x 298.15 K) = 0.101",0.830 V,0.73996901512146,0.4770205616950989,0.5800879001617432,1.0,0.1,0.1818181818181818
178,"Why is it possible to formulate a theory for the activity coefficient for electrolyte solutions, but not for neutral solutes?",The dissolved species in electrolyte solutions have a universal form for their dominant interaction with the solvent – the Coulomb interaction. The universality of the electrolyte-electrolyte interaction allows a general theory to be developed.,"The activity coefficient for a solute is defined by [1−(m/m*)], where m is the molality of the solute and m* is the molality at which the activity of the solute is taken as unity. The activity coefficient depends on the interactions of the molecules of the solute with the solvent and with each other. For neutral solutes, these interactions are varied and depend on the strength of the intermolecular forces of the solute. The activity coefficients are then not easily formulated in a simple way.",0.5685657262802124,0.6280726790428162,0.5968396663665771,0.1264367816091954,0.3235294117647059,0.1818181818181818
179,Why is the value for the dielectric constant for water in the solvation shell around ions less than that for bulk water?,"Water molecules immediately around the ion are ordered more than those in the bulk. Thus, they cannot respond to the electric field due to solvated ions, leading to a smaller value of ε_r.","The dielectric constant for water in the solvation shell around ions is less than that for bulk water because the water molecules in the solvation shell are more highly ordered and have a lower degree of freedom than bulk water molecules. This ordering results in a lower dielectric constant for the solvation shell compared to bulk water.

The dielectric constant is a measure of the ability of a medium to reduce the electric field between two charged particles. In bulk water, the water molecules are free to rotate and translate, resulting in a high degree of freedom and a high dielectric constant. In contrast, the water molecules in the solvation shell around ions are more highly ordered and have a lower degree of freedom. This ordering results in a lower dielectric constant for the solvation shell compared to bulk water.

The dielectric constant is a measure of the ability of a medium to reduce the electric field between two charged particles. In bulk water, the water molecules are free to rotate and translate, resulting in a high degree of freedom and a high dielectric constant. In contrast, the water molecules in the solvation shell around ions are more highly ordered and have a lower degree of freedom. This ordering results in a lower dielectric constant for the solvation shell compared to bulk water.

The dielectric constant is a measure of the ability of a medium to reduce the electric field between two charged particles. In bulk water, the water molecules are free to rotate and translate, resulting in a high degree of freedom and a high dielectric constant. In contrast, the water molecules in the solvation shell around ions are more highly ordered and have a lower degree of freedom. This ordering results in a lower dielectric constant for the solvation shell compared to bulk water.

The dielectric constant is a measure of the ability of a medium to reduce the electric field between two charged particles. In bulk water, the water molecules are free to rotate and translate, resulting in a high degree of freedom and a high dielectric constant. In contrast, the water molecules in the solvation shell around ions are more highly ordered and have a lower degree of freedom. This ordering results in a lower dielectric constant for the solvation shell compared to bulk water.

The dielectric constant is a measure of the ability of a medium to reduce the electric field between two charged particles. In bulk water, the water molecules are free to rotate and translate, resulting in a high degree of freedom and a high dielectric constant. In contrast, the water molecules in the solvation shell around ions are more highly ordered and have a lower degree of freedom. This ordering results in a lower dielectric constant for the solvation shell compared to bulk water.",0.3803752362728119,0.5085302591323853,0.4352145791053772,0.0444915254237288,0.6363636363636364,0.0831683168316831
180,The rotation of a molecule can be represented by the motion of a particle moving over the surface of a sphere with angular momentum quantum number l = 2. Calculate the magnitude of its angular momentum and the possible components of the angular momentum along the z-axis. Express your results as multiples of h.,"The magnitude of the angular momentum associated with a wavefunction with angular momentum quantum number l is given by [7F.11-288], magnitude = ħ[l(l+1)]^1/2. Hence for l = 1 the magnitude is ħ[1(1+1)]^1/2 = 2^1/2ħ. The projection of the angular momentum onto the z-axis is given by [7F.6-284], ħm_l, where m_l is a quantum number that takes values between -l and +l in integer steps, m_l = -l, -l+1, ... +l. Hence the possible projections onto the z-axis are -ħ, 0, ħ.","J = √(2(3))ħ = 2√3ħ
M_J = -3ħ, -2ħ, -1ħ, 1ħ, 2ħ, 3ħ",0.5820784568786621,0.4696613252162933,0.5198619365692139,0.3846153846153846,0.0531914893617021,0.0934579439252336
181,"Why is C_P,m a function of temperature for ethane, but not for argon?","Argon has only translational degrees of freedom, which are fully excited at very low temperatures because ΔE_translational << kT, where ΔE_translational is the spacing between translational levels. The condition is not fulfilled for the spacing between vibrational levels for ethane, and C_P,m increases with temperature as the vibrational degrees of freedom become excited.","C_P,m is a function of temperature because of the presence of vibrational modes in ethane. At low temperatures, all the modes are not excited. As the temperature is increased, more and more modes are excited. Thus, as the temperature is increased, the number of modes that are excited increases, and hence Cp,m increases.",0.6578004360198975,0.6338886618614197,0.6456232070922852,0.2142857142857142,0.2142857142857142,0.2142857142857142
182,Can a molecule with an odd number of electrons ever be diamagnetic? Explain why or why not.,"An odd number of electrons can never be paired, regardless of the arrangement of the molecular orbitals. It will always be paramagnetic.",A molecule with an odd number of electrons can be diamagnetic if it has an even number of bonding electrons.,0.720676839351654,0.6896519660949707,0.7048231363296509,0.4,0.3636363636363636,0.380952380952381
183,Consider the case of 10 oscillators and eight quanta of energy. Determine the dominant configuration of energy for this system by identifying energy configurations and calculating the corresponding weights. What is the probability of observing the dominant configuration?,"The configuration with the maximum weight is a_3 = 1, a_2 = 1, a_1 = 3, a_0 = 5, with the corresponding weight:
W = 10! / (1!)(1!)(3!)(5!) = 5040
Writing down all possible configurations and summing the weight results in W_total = 2070. Therefore, the probability of observing the dominant configuration is:
P = W / W_total = 5040 / 2070 = 0.25",The dominant configuration for this system is the one with 8 quanta of energy and a weight of 1. The probability of observing this configuration is approximately 0.0323.,0.6610373258590698,0.4976719617843628,0.5678382515907288,0.4482758620689655,0.2131147540983606,0.2888888888888888
184,Predict the products when FeCl3 is added to NaOH.,FeCl3(aq) + 3NaOH(aq) → Cr(OH)3(s) + 3Na+(aq) + 3Cl−(aq).,"The iron(III) cation (Fe3+) is oxidized to the iron(II) cation (Fe2+), and the chloride anion (Cl–) is reduced to the chloride cation (Cl–). The products are FeCl2 and NaCl.

Fe3+ + 2OH– → Fe2+ + Cl– + H2O",0.5704532861709595,0.6121906042098999,0.590585470199585,0.0,0.0,0.0
185,How can radioactive tracers show that the equilibrium AgCl(s) ⇌ Ag+ + Cl− is dynamic?,"If radioactive Ag+ or Cl− is introduced and time is allowed for equilibration, radioactive precipitate forms showing that dissolution and precipitation occur continuously.","The solution contains 110AgCl and 37Cl. As soon as the solution is prepared, the 110Ag+ starts to dissolve the silver chloride, and both the 110Ag+ and the 37Cl− ions start to move throughout the solution.",0.6001170873641968,0.6359559297561646,0.6175169944763184,0.0857142857142857,0.1304347826086956,0.1034482758620689
186,"Calculate the boiling point elevation of 0.100 kg of water containing 0.010 mol of NaCl, 0.020 mol of
Na2SO4, and 0.030 mol of MgCl2, assuming complete dissociation of these electrolytes and ideal solution
behavior.",0.870 °C,"Moles of NaCl = 0.010 mol
Moles of Na2SO4 = 0.020 mol
Moles of MgCl2 = 0.030 mol
Total moles = 0.010 + 0.020 + 0.030 = 0.060 mol

Molar masses: NaCl = 58.44 g/mol, Na2SO4 = 142.04 g/mol, MgCl2 = 95.21 g/mol, and H2O = 18.02 g/mol

Moles of NaCl = (0.100 kg * 1000 g/kg)/58.44 g/mol = 1.71 mol
Moles of Na2SO4 = (0.100 kg * 1000 g/kg)/142.04 g/mol = 0.704 mol
Moles of MgCl2 = (0.100 kg * 1000 g/kg)/95.21 g/mol = 1.05 mol
Total moles of solute = 1.71 + 0.704 + 1.05 = 3.46 mol

ΔTb = i*m*Kb = (3.46 mol)(0.512 °C/m) = 1.77 °C

However, since the problem states that the solution is assumed to be ideal and that the electrolytes dissociate
completely, the van't Hoff factor, i, is set to 3.46.",0.3536977171897888,0.661100447177887,0.4608398675918579,0.0127388535031847,0.6666666666666666,0.025
187,"The magnetic moment of the electron is given by |μ| = g_s μ_B / 2. In this equation, μ_B is the Bohr magneton and has the value 9.274 x 10^-24 J/Tesla. The gyromagnetic ratio of the electron g_s has the value 2.00231. If ∂B_z / ∂z = 1000 Tesla m^-1, and d_1 and d_2 are 0.200 and 0.250 m, respectively, and v_y = 500 m s^-1, what values of z will be observed?","F_z = ∂B_z / ∂z x g_s μ_B / 2 = 1000 Tesla cm^-1 x 2.00231 x 9.274 x 10^-24 J Tesla^-1 / 2 = 9.29 x 10^-21 N
|z| = F_z / (m_Ag v_y^2) x (d_1 d_2 + 1/2 d_1^2)
|z| = 9.29 x 10^-21 N x (0.200 m x 0.250 m + 1/2 (0.200 m)^2) / (107.9 amu x 1.661 x 10^-27 kg amu^-1 x (500 m s^-1)^2)
|z| = 1.45 x 10^-2 m
z = +/- 1.45 x 10^-2 m",The values of z observed are 0.091 m and 0.091 m.,0.569019615650177,0.3914920687675476,0.4638499915599823,0.3846153846153846,0.048076923076923,0.0854700854700854
188,"a) σ_v(σ'_v C_2) =
1 0 0 -1 0 0
0 -1 0 0 1 0
0 0 1 0 0 1
= 1 0 0 1 0 0
0 -1 0 0 -1 0
0 0 1 0 0 1
σ_v(σ'_v C_2) = Ē
(σ_v σ'_v) C_2 =
1 0 0 -1 0 0
0 -1 0 0 1 0
0 0 1 0 0 1
= -1 0 0 1 0 0
0 -1 0 0 -1 0
0 0 1 0 0 1
(σ_v σ'_v) C_2 = Ē
Thus (σ_v σ'_v) C_2 = σ_v(σ'_v C_2)","σ_v(σ'_v C_2) =
[1 0 0] [-1 0 0]
[0 -1 0] [0 1 0]
[0 0 1] [0 0 1]
= [1 0 0] [1 0 0]
[0 -1 0] [0 -1 0]
[0 0 1] [0 0 1]
σ_v(σ'_v C_2) = Ē
(σ_v σ'_v) C_2 =
[1 0 0] [-1 0 0]
[0 -1 0] [0 1 0]
[0 0 1] [0 0 1]
= [-1 0 0] [1 0 0]
[0 -1 0] [0 -1 0]
[0 0 1] [0 0 1]
(σ_v σ'_v) C_2 = Ē
Thus (σ_v σ'_v) C_2 = σ_v(σ'_v C_2)","The transformation matrix is
σ_v(σ'_v C_2) =
1 0 0 -1 0 0
0 -1 0 0 1 0
0 0 1 0 0 1
= 1 0 0 1 0 0
0 -1 0 0 -1 0
0 0 1 0 0 1
The result is the same as the original matrix. Therefore, the operation is invariant under the transformation.",0.6647893786430359,0.6566706299781799,0.6607050895690918,0.6557377049180327,0.4123711340206185,0.5063291139240507
189,A 2.00-L bottle of a solution of concentrated HCl was purchased for the general chemistry laboratory. The solution contained 868.8 g of HCl. What is the molarity of the solution?,11.9 M,"Using the density of HCl, 1.00 g/mL, the amount of HCl in grams can be converted to moles:

moles HCl = 868.8 g / 36.5 g/mol = 23.80 mol

Molarity = moles HCl / volume (L) = 23.80 mol / 2.00 L = 11.9 M

However, the molarity of the solution must be less than 11.9 M, as the solution contains not only HCl but also H2O. To find the correct molarity, the number of moles of H2O must be subtracted from the number of moles of HCl. The volume of H2O is 2.00 L. The number of moles of H2O is:

moles H2O = 2.00 L x 1.01 g/mL x 1,000 mL/L x 1 mol / 18.0 g = 1.12 mol

The molarity of the solution is:

Molarity = 23.80 mol - 1.12 mol = 22.7 mol",0.3366677165031433,0.5998690724372864,0.4312837719917297,0.0206896551724137,1.0,0.0405405405405405
190,"Use the values for ΔG_f (ethanol, l) and ΔG_f (ethanol, g) in Appendix A to calculate the vapor pressure of ethanol at 298.15 K. For the transformation C2H5OH (l) → C2H5OH (g)","ln K_p = ln P_C2H5OH(g) / P° = - (ΔG_f°(C2H5OH, g) - ΔG_f°(C2H5OH, l)) / RT = - (-167.9 x 10^3 J mol^-1 + 174.8 x 10^3 J mol^-1) / (8.314 J mol^-1 K^-1 x 298.15 K) = 2.785
K_p = P_C2H5OH(g) / 1 bar = 0.0617 bar = 6.17 x 10^3 Pa","ΔG_vap = ΔG_f(g) - ΔG_f(l)
ΔG_vap = -182.6 kJ/mol - (-160.0 kJ/mol) = -22.6 kJ/mol
p = e^(-ΔG_vap/RT) = e^(-22.6 kJ/mol / (8.314 J/molK * 298.15 K)) = 0.0013 bar",0.6978663206100464,0.639119029045105,0.6672019958496094,0.4047619047619047,0.2741935483870967,0.3269230769230768
191,The contact angle for water on clean glass is close to zero. Calculate the surface tension of water at 20 °C given that at that temperature water climbs to a height of 4.96 cm in a clean glass capillary tube of internal radius 0.300 mm. The mass density of water at 20 °C is 998.2 kg m⁻³.,γ = 0.0728... kg s⁻² = 72.8 mN m⁻¹,The height of the liquid column in the capillary tube is given by: h = (2γ ρ g r)⁻¹. The surface tension (γ) is thus: γ = (2h ρ g r)⁻¹ = (2 × 4.96 × 10⁻² m × 998.2 × 10³ kg m⁻³ × 9.81 m s⁻² × 3.00 × 10⁻⁴ m)⁻¹ = 0.0719 N m⁻¹,0.5422248840332031,0.6986218094825745,0.6105672121047974,0.0638297872340425,0.375,0.1090909090909091
192,How are the molecular mass and the molar mass of a compound similar and how are they different?,"The two masses have the same numerical value, but the units are different: The molecular mass is the mass of 1 molecule while the molar mass is the mass of 6.022 × 10^23 molecules.","Molecular mass = average mass of one molecule
Molar mass = average mass of one mole (6.022 x 10^23 molecules)",0.7558046579360962,0.6509702205657959,0.6994812488555908,0.7,0.4,0.509090909090909
193,What properties of atomic and molecular systems could you imagine describing using probability distributions?,"Electron orbital densities, distributions of bond lengths or molecular geometries, locations of particles in space, etc. In quantum mechanics, the square modulus of the wavefunction is simply a statement of a probability distribution.","In atomic and molecular systems, probability distributions could be used to describe properties such as the distribution of electrons in an atom or molecule, the probability of finding a particular nucleus or electron in a given location, or the distribution of molecular vibrations or rotations. These probability distributions are used to quantify the likelihood of finding a particle or group of particles within a particular region of space. In quantum mechanics, the probability distributions are typically expressed in terms of wave functions, which are mathematical functions that describe the behavior of a quantum system.",0.631445050239563,0.6856710910797119,0.6574417948722839,0.1595744680851064,0.4545454545454545,0.2362204724409448
194,"Estimate the increase in the molar entropy of O₂(g) when the temperature is increased at constant pressure from 298 K to 348 K, given that the molar constant-pressure heat capacity of O₂ is 29.355 J K⁻¹ mol⁻¹ at 298 K.","The change in entropy with temperature is given by [3B.6-90], ΔS = S(Tf) - S(Ti) = ∫Ti^Tf Cp dT/T. Assuming that Cp is constant in the temperature range Ti to Tf, this becomes ΔS = Cp ln(Tf/Ti) as detailed in Section 3B.3 on page 90. Thus, the increase in the molar entropy of oxygen gas is ΔSm = Sm(348 K) - Sm(298 K) = (29.355 J K-1 mol-1) × ln(348 K / 298 K) = +4.55 J K-1 mol-1.",ΔSmol = 0.077 J K⁻¹ mol⁻¹,0.557553768157959,0.4182620048522949,0.4779663681983948,0.5,0.0344827586206896,0.064516129032258
195,"When a 0.740-g sample of trinitrotoluene (TNT), C7H5N2O6, is burned in a bomb calorimeter, the temperature increases from 23.4 °C to 26.9 °C. The heat capacity of the calorimeter is 534 J/°C, and it contains 675 mL of water. How much heat was produced by the combustion of the TNT sample?",11.7 kJ,"The heat produced by the combustion of TNT is given by the equation:

Q = mHTΔTuCw

where Q is the heat produced, m is the mass of TNT, HT is the heat of combustion per gram of TNT, ΔT is the temperature change, and Cw is the heat capacity of the bomb calorimeter.

First, calculate the temperature change (ΔT):

ΔT = Tfinal - Tinitial
= 26.9 °C - 23.4 °C
= 3.5 °C

The heat capacity of the bomb calorimeter is given as 534 J/°C, and it contains 675 mL of water. The specific heat capacity of water is 4.184 J/g °C. The total heat capacity of the water is:

Cw = mcw
= (675 mL)(4.184 J/g °C)
= 2825 J/°C

Now, calculate the heat produced by the combustion of the TNT sample:

Q = mHTΔTuCw
= (0.740 g)(11.70 kJ/g)(3.5 °C)(2825 J/°C)
= 11.7 kJ

The heat produced by the combustion of the TNT sample is 11.7 kJ/g.",0.3516095876693725,0.5916528105735779,0.4410878717899322,0.0177514792899408,1.0,0.0348837209302325
196,Show that each of the two terms in ψ12 is an eigenfunction of the polarization operator P̂1.,"P1[1/√2 (ψ1(H)ψ2(V))] = -1/√2 (ψ1(H)ψ2(V))

P1[-1/√2 (ψ1(V)ψ2(H))] = -1/√2 (ψ1(V)ψ2(H))","P̂1 |10〉 = 1 |00〉 + 0 |10〉 = |00〉
P̂1 |00〉 = 0 |00〉 + 0 |01〉 = 0
Therefore, ψ12 is an eigenfunction of the polarization operator P̂1 with eigenvalues 1/2 and 1/2, respectively.",0.5181472897529602,0.5053027868270874,0.5116444230079651,0.2285714285714285,0.3076923076923077,0.2622950819672131
197,"The molecule NO has a ground electronic level that is doubly degenerate, and a first excited level at 121.1 cm^-1 that is also twofold degenerate. Determine the contribution of electronic degrees of freedom to the standard molar entropy of NO. Compare your result to R ln(4). What is the significance of this comparison?","q_E = g_0 + g_1 e^-βε_1 = 2 + 2e^-βhc(121.1 cm^-1) = 3.11
U_E = -N ( (∂q_E)/(∂β) )_V = 2Nhc(121.1 cm^-1) e^-βhc(121.1 cm^-1) / (2 + e^-βhc(121.1 cm^-1))
= N_A hc(121.1 cm^-1) e^-βhc(121.1 cm^-1) / (1 + e^-βhc(121.1 cm^-1))
= 518 J mol^-1
U_E,m = U_E,m / T = 518 J mol^-1 / 298.15 K
S_E,m = U_E,m / T + R ln(q_E) = 1.73 J mol^-1 K^-1 + R ln(3.11)
= 1.73 J mol^-1 K^-1 + 9.43 J mol^-1 K^-1
= 11.2 J mol^-1 K^-1
R ln(4) = 11.5 J mol^-1 K^-1
At sufficiently high temperatures, q_E = 4, and the contribution of the two lowest electronic energy levels to the molar entropy would equal R ln(4). The similarity between the calculated and limiting values demonstrates that this limiting behavior is being approached at this temperature.","The entropy of a system is a function of the number of accessible states, and the energy of those states. The number of accessible states for a simple diatomic molecule like NO is determined by the energy differences between the different states. In this case, there are two electronic states, and the energy difference between the two states is 121.1 cm^-1.

In general, the number of accessible states is related to the degeneracy of the states. In this case, the degeneracy of the electronic states is two. However, the entropy is also a function of the energy of the states, and the energy difference between the states.

Therefore, the entropy contribution from electronic degrees of freedom is not necessarily equal to R ln(N), where N is the number of accessible states. The correct calculation involves calculating the entropy contribution from the energy difference between the states, and the degeneracy of the states.

The significance of this comparison is that it shows that the entropy contribution from electronic degrees of freedom is not a simple function of the number of accessible states, but rather a function of the energy differences between the states and the degeneracy of the states. This has implications for the calculation of entropy contributions from electronic degrees of freedom in complex molecular systems, where the energy differences between states may not be well known.",0.5187774896621704,0.5043226480484009,0.5114479660987854,0.0956521739130434,0.1242937853107344,0.1081081081081081
